,ZCTA5CE10,GEOID10,INTPTLAT10,INTPTLON10
19635,83629,83629,+43.9118392,-116.1304311
19636,83631,83631,+43.8654416,-115.6404848
19637,83632,83632,+44.5400100,-116.4128907
19638,83633,83633,+43.0136534,-115.2208116
19639,83634,83634,+43.4557812,-116.3284527
19640,83636,83636,+43.9089120,-116.6635078
19641,83637,83637,+44.1092582,-115.2494800
19642,83638,83638,+45.0669783,-115.9653046
19643,83639,83639,+43.3973773,-116.8665258
19644,83641,83641,+43.3541029,-116.5846836
19645,83642,83642,+43.5687946,-116.4037309
19646,83643,83643,+44.6321470,-116.4409762
19647,83644,83644,+43.7509585,-116.5796464
19648,83645,83645,+44.3689707,-116.5834931
19649,83646,83646,+43.6495575,-116.4317557
19650,83647,83647,+43.4002941,-115.5233537
19651,83648,83648,+43.0495789,-115.8664015
19652,83650,83650,+42.8534385,-116.6735677
19653,83651,83651,+43.5877490,-116.6203383
19654,83654,83654,+45.1099530,-116.3594153
19655,83655,83655,+43.9512689,-116.7896461
19656,83656,83656,+43.7264693,-116.7991283
19657,83657,83657,+44.2230246,-116.2964355
19658,83660,83660,+43.7977175,-116.9295713
19659,83661,83661,+44.0807161,-116.7085221
19660,83686,83686,+43.4922166,-116.6077048
19661,83687,83687,+43.6099706,-116.5291341
19662,83702,83702,+43.6764346,-116.1521039
19663,83703,83703,+43.6655681,-116.2430330
19664,83704,83704,+43.6271615,-116.2876529
19665,83705,83705,+43.5615905,-116.2148920
19666,83706,83706,+43.5911273,-116.1943604
19667,83709,83709,+43.5511121,-116.2900795
19668,83712,83712,+43.6149263,-116.1077157
19669,83713,83713,+43.6397677,-116.3336128
19670,83666,83666,+43.9633259,-115.9758786
19671,83669,83669,+43.7197154,-116.4954060
19672,83670,83670,+44.0186342,-116.3129194
19673,83671,83671,+45.2827350,-115.2712127
19674,83672,83672,+44.3741429,-116.9570738
19675,83676,83676,+43.6560411,-116.9075226
19676,83677,83677,+45.0806893,-115.4813847
19677,83714,83714,+43.7326750,-116.2884326
19678,83716,83716,+43.5460653,-115.9444746
19679,83801,83801,+47.9368352,-116.6661766
19680,83802,83802,+47.0498754,-115.5717197
19681,83803,83803,+48.0315009,-116.4435657
19682,83804,83804,+48.0452662,-116.9713112
19683,83805,83805,+48.8670524,-116.5407265
19684,83806,83806,+46.8940620,-116.3611617
19685,83808,83808,+47.3329125,-116.0116838
19686,83809,83809,+48.0636011,-116.5735462
19687,83810,83810,+47.5424841,-116.4507854
19688,83811,83811,+48.1079601,-116.1380839
19689,83812,83812,+47.0232281,-116.2335871
19690,83813,83813,+48.0850421,-116.6727716
19691,83814,83814,+47.6917362,-116.6541093
19692,83815,83815,+47.7262818,-116.7899475
19693,83821,83821,+48.5389768,-116.8506472
19694,83822,83822,+48.1795459,-116.9895677
19695,83823,83823,+46.8212651,-116.5446473
19696,83824,83824,+47.1135986,-116.9100374
19697,83825,83825,+48.2457833,-116.5946340
19698,83826,83826,+48.9761236,-116.1889476
19699,83827,83827,+46.7786122,-116.1737593
19700,83830,83830,+47.0867274,-116.3649905
19701,83832,83832,+46.5522942,-116.9095669
19702,83833,83833,+47.5099525,-116.7183693
19703,83834,83834,+46.9906962,-116.6396081
19704,83835,83835,+47.7972142,-116.6602054
19705,83836,83836,+48.2509393,-116.2691104
19706,83837,83837,+47.5056191,-116.1111044
19707,83839,83839,+47.6094958,-116.1638158
19708,83840,83840,+48.3105723,-116.5151662
19709,83841,83841,+48.2015177,-116.7511068
19710,83842,83842,+47.4448367,-116.5465482
19711,83843,83843,+46.7222448,-116.9401578
19712,83844,83844,+46.7300660,-117.0148063
19713,83845,83845,+48.7890342,-116.1146174
19714,83846,83846,+47.4807132,-115.7672557
19715,83847,83847,+48.5778593,-116.4490927
19716,83848,83848,+48.6722136,-116.8915380
19717,83849,83849,+47.5381075,-115.9919446
19718,83850,83850,+47.4543390,-116.2340949
19719,83851,83851,+47.2968765,-116.9228040
19720,83852,83852,+48.3110797,-116.5434580
19721,83854,83854,+47.7192923,-116.9674600
19722,83855,83855,+46.9948080,-116.8881166
19723,83856,83856,+48.2984869,-116.9076827
19724,83857,83857,+46.8965606,-116.7961314
19725,83858,83858,+47.8631267,-116.9490745
19726,83860,83860,+48.1805610,-116.5362913
19727,83861,83861,+47.2646019,-116.5405662
19728,83864,83864,+48.4552814,-116.5123799
19729,83866,83866,+47.1550533,-116.4247723
19730,83867,83867,+47.5129682,-115.9454256
19731,83868,83868,+47.5162886,-116.1826109
19732,83869,83869,+47.9823435,-116.8923594
19733,83870,83870,+47.1258745,-116.8315226
19734,83871,83871,+46.7419425,-116.7426759
19735,83872,83872,+46.8674956,-116.9769588
19736,83873,83873,+47.5828628,-115.8435770
19737,83874,83874,+47.6433507,-115.8040040
19738,83876,83876,+47.4574700,-116.9305605
19739,89832,89832,+41.9800148,-116.1580596
19740,97910,97910,+42.7490758,-117.5114594
19741,97913,97913,+43.6135894,-117.3232858
19742,99128,99128,+47.0979496,-117.0813441
19743,66506,66506,+39.1958595,-096.5815713
19744,66507,66507,+39.0451621,-096.0679595
19745,66508,66508,+39.8559174,-096.6308110
19746,66509,66509,+39.3408658,-095.7803724
19747,66510,66510,+38.4996263,-095.6101985
19748,66512,66512,+39.1991700,-095.5451070
19749,66514,66514,+39.1262233,-096.8756034
19750,66515,66515,+39.9362440,-095.7037320
19751,66516,66516,+39.6279468,-095.7207336
19752,66517,66517,+39.1131322,-096.7066053
19753,66518,66518,+39.9656060,-096.5507565
19754,66520,66520,+39.4188939,-096.6176633
19755,66521,66521,+39.4802178,-096.2189951
19756,66522,66522,+39.8685455,-095.9419940
19757,66523,66523,+38.6105622,-095.8399125
19758,66524,66524,+38.7909439,-095.5060813
19759,66526,66526,+39.0655093,-096.1548005
19760,66527,66527,+39.7453945,-095.6737105
19761,66531,66531,+39.3109967,-096.8215333
19762,66532,66532,+39.8214292,-095.3779428
19763,66533,66533,+39.1631869,-095.9474954
19764,66534,66534,+39.8843599,-095.8371442
19765,66535,66535,+39.2670303,-096.4337022
19766,66536,66536,+39.2250944,-096.0802922
19767,66537,66537,+38.7512423,-095.7196228
19768,66538,66538,+39.8505570,-096.0446910
19769,66539,66539,+39.1419668,-095.8403898
19770,66540,66540,+39.4905157,-095.9762682
19771,66541,66541,+39.9747364,-096.3669261
19772,66542,66542,+39.0107441,-095.5447712
19773,66528,66528,+38.5977553,-095.5353082
19774,66543,66543,+38.6449546,-095.5928107
19775,66544,66544,+39.6920505,-096.2800470
19776,66546,66546,+38.8954609,-095.7210382
19777,66547,66547,+39.2315581,-096.2956112
19778,66548,66548,+39.6779429,-096.7614165
19779,66549,66549,+39.4276774,-096.4154661
19780,66550,66550,+39.6554422,-095.8206649
19781,66552,66552,+39.5938916,-095.6241667
19782,66554,66554,+39.4948139,-096.7905277
19783,66603,66603,+39.0578945,-095.6761595
19784,66604,66604,+39.0390223,-095.7261878
19785,66605,66605,+39.0119110,-095.6347738
19786,66606,66606,+39.0614355,-095.7198700
19787,66607,66607,+39.0425801,-095.6363641
19788,66608,66608,+39.0796114,-095.6632258
19789,66609,66609,+38.9782355,-095.6607365
19790,66610,66610,+38.9767258,-095.8445655
19791,66611,66611,+39.0187561,-095.6963875
19792,66612,66612,+39.0404359,-095.6804714
19793,66614,66614,+39.0103660,-095.8524794
19794,66615,66615,+39.0508262,-095.8978655
19795,66616,66616,+39.0684762,-095.6234072
19796,66617,66617,+39.1348318,-095.6232393
19797,66618,66618,+39.1395076,-095.7482670
19798,66619,66619,+38.9476346,-095.6880623
19799,66621,66621,+39.0333214,-095.7015431
19800,66622,66622,+39.0258960,-095.7222703
19801,66701,66701,+37.8220154,-094.7621365
19802,66710,66710,+37.5526282,-095.6240718
19803,66711,66711,+37.6370960,-094.6850006
19804,66712,66712,+37.5648758,-094.7145189
19805,66713,66713,+37.0404916,-094.7852944
19806,66714,66714,+37.6366017,-095.6986207
19807,66716,66716,+37.9480202,-095.0367820
19808,66717,66717,+37.6958602,-095.6969024
19809,66720,66720,+37.6483295,-095.4571904
19810,66724,66724,+37.3502894,-094.8570520
19811,66725,66725,+37.1565831,-094.8953188
19812,66728,66728,+37.1712773,-094.7040707
19813,66732,66732,+37.7991865,-095.1870016
19814,66733,66733,+37.5967592,-095.2548228
19815,66734,66734,+37.6180887,-094.8301826
19816,66735,66735,+37.5231612,-094.7085639
19817,66736,66736,+37.5514767,-095.8610950
19818,66738,66738,+38.0137354,-094.7233885
19819,66739,66739,+37.1257800,-094.6552611
19820,66740,66740,+37.4795508,-095.3641858
19821,66741,66741,+37.7191400,-094.6560069
19822,66743,66743,+37.5039977,-094.8936916
19823,66746,66746,+37.6681106,-094.9541362
19824,66748,66748,+37.7959538,-095.4416059
19825,66749,66749,+37.9359487,-095.4069428
19826,66751,66751,+37.9437307,-095.2897842
19827,66753,66753,+37.3620549,-095.0110491
19828,66754,66754,+38.0048623,-094.8856230
19829,66755,66755,+37.9288622,-095.1792784
19830,66756,66756,+37.5448304,-094.6591491
19831,66757,66757,+37.4172059,-095.6958180
19832,66758,66758,+38.0159898,-095.5869504
19833,66760,66760,+37.3483159,-094.6243525
19834,66761,66761,+37.9182599,-095.5692146
19835,66762,66762,+37.3938690,-094.7104693
19836,66763,66763,+37.4631503,-094.6978102
19837,66767,66767,+38.0735539,-094.7030305
19838,66769,66769,+37.8565270,-094.8899573
19839,66770,66770,+37.0807355,-094.7153423
19840,66771,66771,+37.4875628,-095.1459946
19841,66772,66772,+37.7545191,-095.2062837
19842,66773,66773,+37.2722572,-094.8065719
19843,66775,66775,+37.7019349,-095.1487715
19844,66776,66776,+37.4628820,-095.4893912
19845,66777,66777,+37.7999033,-095.9720960
19846,66778,66778,+37.0004994,-094.8408568
19847,66779,66779,+37.8256463,-094.9919664
19848,66780,66780,+37.6217282,-095.0569331
19849,66781,66781,+37.2885834,-094.7334908
19850,66782,66782,+37.2850166,-094.9263189
19851,66783,66783,+37.8744606,-095.7370144
19852,66801,66801,+38.4137432,-096.2181866
19853,66830,66830,+38.6024200,-096.0874201
19854,66833,66833,+38.6955909,-096.1950122
19855,66834,66834,+38.8619687,-096.4373467
19856,66835,66835,+38.5432530,-096.2581530
19857,66838,66838,+38.5553049,-096.8009812
19858,66839,66839,+38.2173990,-095.7481273
19859,66840,66840,+38.0655988,-096.8790244
19860,66842,66842,+38.0099949,-096.6514966
19861,66843,66843,+38.2224790,-096.7404870
19862,66869,66869,+38.4638749,-096.5166855
19863,66870,66870,+37.9441632,-096.0295687
19864,66871,66871,+38.3626428,-095.6102247
19865,66872,66872,+38.7907515,-096.7687491
19866,66873,66873,+38.6188157,-096.6795957
19867,66901,66901,+39.5600348,-097.6389505
19868,66845,66845,+38.2987312,-096.5083925
19869,66846,66846,+38.6474700,-096.4704346
19870,66849,66849,+38.8774916,-096.5896231
19871,66850,66850,+38.4339692,-096.7443924
19872,66851,66851,+38.2178628,-096.9186381
19873,66852,66852,+38.0643701,-095.8956128
19874,66853,66853,+38.0018952,-096.2353032
19875,66854,66854,+38.2508084,-095.9795522
19876,66856,66856,+38.3978063,-095.8117881
19877,66857,66857,+38.0963417,-095.6331163
19878,66858,66858,+38.4804374,-096.9325431
19879,66859,66859,+38.5561814,-096.9624195
19880,66860,66860,+38.1272803,-096.1656294
19881,66861,66861,+38.3677587,-097.0085080
19882,66862,66862,+38.1549988,-096.5561278
19883,66863,66863,+37.8328662,-096.0817807
19884,66864,66864,+38.3548865,-095.9814955
19885,66865,66865,+38.2234758,-096.2932071
19886,66866,66866,+38.1730416,-097.1074386
19887,66868,66868,+38.5447729,-095.9794194
19888,66930,66930,+39.7066831,-097.4794846
19889,66932,66932,+39.7794867,-098.9308849
19890,66933,66933,+39.6754190,-096.8723186
19891,66935,66935,+39.8405981,-097.6316935
19892,66936,66936,+39.9211865,-098.3161138
19893,66937,66937,+39.5877188,-097.2706359
19894,66938,66938,+39.5744620,-097.4139883
19895,66939,66939,+39.8528600,-097.9042903
19896,66940,66940,+39.8077882,-097.4488912
19897,66941,66941,+39.8355758,-098.4388482
19898,66942,66942,+39.8052786,-098.0007060
19899,66943,66943,+39.6718114,-096.9662814
19900,66944,66944,+39.8396757,-097.3030624
19901,66945,66945,+39.8871718,-096.8782585
19902,66946,66946,+39.9664114,-097.0046070
19903,66948,66948,+39.5982500,-097.8523495
19904,66949,66949,+39.6435705,-098.1863092
19905,66951,66951,+39.8506013,-099.0196977
19906,66952,66952,+39.8358047,-098.6047850
19907,66953,66953,+39.6901906,-097.1066232
19908,66955,66955,+39.9678702,-097.2977360
19909,66956,66956,+39.7943140,-098.2276488
19910,66958,66958,+39.8894459,-097.1771859
19911,66959,66959,+39.9230084,-097.5296446
19912,66960,66960,+39.9367636,-097.4347544
19913,66962,66962,+39.5993222,-097.1143309
19914,66963,66963,+39.6369306,-097.9993986
19915,66964,66964,+39.9412133,-097.8049245
19916,66966,66966,+39.7753289,-097.7662995
19917,66967,66967,+39.8197249,-098.7942267
19918,66968,66968,+39.8247363,-097.0658928
19919,66970,66970,+39.9482285,-098.0344529
19920,67001,67001,+37.7584548,-097.6291606
19921,67002,67002,+37.6992944,-097.1083539
19922,67003,67003,+37.0991257,-098.0737765
19923,67004,67004,+37.2787249,-097.7530713
19924,67005,67005,+37.0651731,-096.9957331
19925,67008,67008,+37.4867871,-096.7794411
19926,67009,67009,+37.2180223,-098.2668329
19927,67010,67010,+37.6644276,-096.9764240
19928,67012,67012,+37.6736652,-096.5465501
19929,67013,67013,+37.3818690,-097.2682197
19930,67016,67016,+37.8867912,-097.5148219
19931,67017,67017,+37.8262856,-097.1116348
19932,67018,67018,+37.0726307,-097.8590399
19933,67019,67019,+37.3065697,-096.7775873
19934,67020,67020,+38.0079226,-097.6706411
19935,67021,67021,+37.7784969,-098.9153101
19936,67022,67022,+37.0765493,-097.6326619
19937,67023,67023,+37.3461160,-096.5922035
19938,67024,67024,+37.1107474,-096.4863304
19939,67025,67025,+37.6430020,-097.7850912
19940,67026,67026,+37.5108703,-097.4942989
19941,67028,67028,+37.4587741,-098.9363918
19942,67029,67029,+37.1714321,-099.2799611
19943,67030,67030,+37.7856162,-097.5468099
19944,67031,67031,+37.3993021,-097.6395179
19945,67035,67035,+37.6492339,-098.3873338
19946,67036,67036,+37.2975666,-097.8766681
19947,67037,67037,+37.5717667,-097.2173329
19948,67038,67038,+37.1017901,-096.7238430
19949,67039,67039,+37.5276683,-096.9742899
19950,67041,67041,+38.0541390,-097.1299708
19951,67042,67042,+37.8572635,-096.7807180
19952,67045,67045,+37.8661454,-096.3452825
19953,67047,67047,+37.6283048,-096.0569632
19954,67049,67049,+37.1774393,-097.8463616
19955,67050,67050,+37.6743510,-097.6755883
19956,67051,67051,+37.0893018,-097.1965653
19957,67052,67052,+37.6577095,-097.5755856
19958,67053,67053,+38.2468147,-097.3463387
19959,67054,67054,+37.5750397,-099.3160718
19960,67055,67055,+37.7900284,-097.1976871
19961,67056,67056,+38.0219513,-097.5254123
19962,67057,67057,+37.0712027,-098.7795314
19963,99548,99548,+56.2373951,-158.7516832
19964,99549,99549,+56.9641768,-158.5806348
19965,99550,99550,+57.9043393,-153.0428071
19966,99551,99551,+60.9028856,-161.4217593
19967,99552,99552,+60.9038411,-161.2286984
19968,99553,99553,+54.1173565,-165.8308353
19969,99554,99554,+62.7111604,-164.6447123
19970,99555,99555,+59.2681236,-158.6361475
19971,99556,99556,+59.8932715,-151.5118081
19972,99557,99557,+61.4201180,-156.0441993
19973,99558,99558,+62.6310161,-160.2136855
19974,99559,99559,+60.8141554,-161.8508097
19975,99561,99561,+60.1512201,-164.2513642
19976,99563,99563,+61.5308831,-165.5971753
19977,99564,99564,+56.3046646,-158.3961802
19978,99565,99565,+56.3035057,-158.5012664
19979,99566,99566,+61.2709072,-142.6055157
19980,99567,99567,+61.2795836,-148.8753789
19981,99568,99568,+60.2054050,-151.4075276
19982,99569,99569,+58.8051796,-158.5300922
19983,99571,99571,+55.2155826,-162.7761066
19984,99572,99572,+60.5298819,-149.9525949
19985,99573,99573,+61.7123133,-145.9517688
19986,99574,99574,+60.8939947,-145.1090367
19987,99575,99575,+61.8241191,-158.0637069
19988,99576,99576,+60.2611075,-159.0928755
19989,99577,99577,+61.2015781,-149.2484186
19990,99578,99578,+60.2140502,-162.0304829
19991,99579,99579,+58.2027195,-157.4085651
19992,99580,99580,+59.3655385,-157.4910318
19993,99581,99581,+62.7854145,-164.5524485
19994,99583,99583,+54.8900973,-163.4106443
19995,99585,99585,+61.9187111,-162.2884855
19996,99586,99586,+62.8273613,-143.4331057
19997,99587,99587,+60.9682580,-148.9564690
19998,99588,99588,+62.4348949,-146.7667766
19999,99589,99589,+59.1274911,-161.5687739
20000,99590,99590,+62.8954429,-160.1117924
20001,99591,99591,+56.5705187,-169.5986811
20002,99602,99602,+62.1870138,-159.8560763
20003,99603,99603,+59.5386819,-151.1849375
20004,99604,99604,+61.5354690,-166.1217353
20005,99605,99605,+60.8109401,-149.5337362
20006,99606,99606,+59.8511963,-154.5563918
20007,99607,99607,+61.7408228,-159.9679612
20008,99609,99609,+60.8640561,-162.5378634
20009,99610,99610,+60.2998860,-150.4992365
20010,99611,99611,+60.6005198,-151.1063277
20011,99612,99612,+55.0666816,-162.2889333
20012,99613,99613,+58.9647079,-155.8138638
20013,99614,99614,+59.9401303,-164.0674093
20014,99615,99615,+57.6132092,-153.4035556
20015,99620,99620,+63.0288747,-163.5357321
20016,99621,99621,+60.7910702,-161.4267765
20017,99622,99622,+59.8634409,-163.1934870
20018,99624,99624,+57.5876821,-153.9130882
20019,99625,99625,+59.2902559,-156.6524763
20020,99626,99626,+61.5169676,-160.3646570
20021,99627,99627,+63.6060035,-154.7847683
20022,99628,99628,+58.9578579,-159.2121326
20023,99630,99630,+60.3707305,-166.2669870
20024,99631,99631,+60.6087419,-149.4586399
20025,99632,99632,+62.1123438,-163.6643897
20026,99633,99633,+58.7985730,-156.9046800
20027,99634,99634,+60.6828961,-161.9989635
20028,99636,99636,+59.4881613,-157.2905004
20029,99637,99637,+60.5521992,-165.1080871
20030,99638,99638,+52.8975017,-168.9439275
20031,99639,99639,+60.0622461,-151.4041772
20032,99640,99640,+60.0025670,-155.3907472
20033,99641,99641,+60.8802662,-162.4602782
20034,99643,99643,+57.2200400,-153.3304978
20035,99644,99644,+57.9102720,-152.3827917
20036,99645,99645,+61.6245029,-148.9798933
20037,99647,99647,+59.8792673,-154.0715289
20038,99648,99648,+55.9301912,-159.1464315
20039,99649,99649,+57.5004421,-157.2810380
20040,99650,99650,+61.9466541,-162.8782967
20041,99651,99651,+59.0006854,-161.6880705
20042,99652,99652,+61.5338369,-149.9742103
20043,99653,99653,+60.1984000,-154.2754314
20044,99654,99654,+61.4491066,-149.9007770
20045,99655,99655,+59.7414438,-161.8873836
20046,99656,99656,+61.9366577,-157.6150336
20047,99657,99657,+61.7282115,-161.6696970
20048,99658,99658,+62.0911501,-163.2424950
20049,99659,99659,+63.4648482,-162.1292623
20050,99660,99660,+57.1790411,-170.3250684
20051,99661,99661,+55.2473077,-160.6849562
20052,99662,99662,+61.7918213,-165.9615462
20053,99663,99663,+59.4011898,-151.6245864
20054,99664,99664,+60.0763670,-149.4925168
20055,99665,99665,+62.6462266,-159.5295291
20056,99666,99666,+62.4406253,-165.1455357
20057,99667,99667,+61.8063520,-151.7429781
20058,99668,99668,+61.6824538,-157.1575934
20059,99669,99669,+60.3602181,-151.0177681
20060,99670,99670,+58.6581265,-157.0117384
20061,99671,99671,+63.4723478,-162.2620096
20062,99672,99672,+60.7527280,-150.6299915
20063,99674,99674,+61.7391711,-148.2197093
20064,99686,99686,+61.1500804,-146.8101409
20065,99688,99688,+61.9331765,-149.9595664
20066,99689,99689,+59.4854136,-139.4196391
20067,99690,99690,+60.5237162,-164.8325817
20068,99691,99691,+62.8176809,-153.3746744
20069,99692,99692,+53.8858080,-166.5383242
20070,99693,99693,+60.8505557,-148.0338700
20071,99694,99694,+61.6241015,-149.7852640
20072,99676,99676,+62.4489633,-149.7905981
20073,99677,99677,+60.8979509,-146.6795678
20074,99678,99678,+59.6201016,-159.8916328
20075,99679,99679,+61.1042731,-160.9375722
20076,99680,99680,+60.4122909,-162.6687595
20077,99681,99681,+60.6079907,-165.1207900
20078,99682,99682,+60.6079363,-152.8872148
20079,99683,99683,+62.5150613,-151.0294856
20080,99684,99684,+63.9893056,-160.3953643
20081,99685,99685,+53.8717993,-166.4828036
20082,99695,99695,+55.9181993,-159.4932984
20083,99701,99701,+67.0945453,-149.3360118
20084,99702,99702,+64.6506153,-147.0523225
20085,99703,99703,+64.8326243,-147.6227193
20086,99704,99704,+64.2961506,-149.1495494
20087,99705,99705,+64.7618248,-147.3136742
20088,99706,99706,+64.0104574,-144.6786575
20089,99709,99709,+64.8772033,-148.1485172
20090,99712,99712,+64.9978639,-146.1473470
20091,99714,99714,+64.3844979,-146.5535123
20092,99720,99720,+66.5639803,-152.7676124
20093,99721,99721,+68.1517915,-151.7000705
20094,99722,99722,+68.0919440,-145.6040614
20095,99723,99723,+71.2540835,-156.7989490
20096,99724,99724,+66.3905840,-147.3379160
20097,99726,99726,+67.3425593,-152.3910795
20098,99727,99727,+65.9759120,-161.1386609
20099,99729,99729,+63.0061694,-149.4006854
20100,99730,99730,+65.6281718,-145.4151746
20101,99732,99732,+64.0717457,-142.0075794
20102,99733,99733,+65.8389560,-144.1796379
20103,99734,99734,+70.4282063,-149.2875343
20104,99736,99736,+66.0850340,-162.7617281
20105,99737,99737,+63.7898700,-145.3116012
20106,99738,99738,+65.6363234,-141.8820112
20107,99739,99739,+65.0589024,-162.5629699
20108,99740,99740,+67.8746407,-144.5967195
20109,99741,99741,+64.7361460,-156.8730090
20110,99742,99742,+63.7772011,-171.7257101
20111,99743,99743,+63.6827316,-150.0267191
20112,99744,99744,+64.3096341,-149.1629188
20113,99745,99745,+66.0492846,-154.2327338
20114,99746,99746,+65.6003277,-158.1904759
20115,99747,99747,+70.1183871,-143.6872026
20116,99748,99748,+64.3462897,-158.7712116
20117,99749,99749,+66.9784297,-160.4318081
20118,99750,99750,+67.7286411,-164.5434545
20119,99751,99751,+66.9226863,-156.8746459
20120,99752,99752,+67.2631167,-161.9193485
20121,99753,99753,+64.9396069,-161.1512722
20122,99754,99754,+64.9022781,-157.6943029
20123,99755,99755,+63.7849302,-148.5214597
20124,99756,99756,+64.5652033,-151.7516568
20125,99757,99757,+63.8062219,-152.6922409
20126,99758,99758,+65.1517814,-149.3723838
20127,99759,99759,+69.7319184,-162.9159649
20128,99760,99760,+64.2505430,-148.1284092
20129,99761,99761,+67.6209869,-163.0579730
20130,99762,99762,+64.8627997,-164.5604253
20131,99763,99763,+66.8271823,-161.0292030
20132,99764,99764,+63.2917578,-141.4538084
20133,99765,99765,+64.7293155,-158.1323883
20134,99766,99766,+68.7026031,-164.8070440
20135,99767,99767,+65.5021718,-150.1513314
20136,99768,99768,+65.0330289,-154.9132086
20137,99769,99769,+63.6807022,-170.4871369
20138,99770,99770,+66.7462656,-159.5110181
20139,99771,99771,+64.3649147,-161.2083568
20140,99772,99772,+66.0034742,-165.9114007
20141,99773,99773,+66.8876440,-157.1647002
20142,99774,99774,+66.0235904,-149.0815924
20143,99775,99775,+64.8581296,-147.8247605
20144,99776,99776,+63.3951807,-143.4020699
20145,99777,99777,+65.2031095,-152.0957106
20146,99778,99778,+65.0589913,-166.4302349
20147,99780,99780,+63.1815250,-143.1021892
20148,99781,99781,+67.2883049,-146.2396963
20149,99782,99782,+70.6459166,-159.8935905
20150,99783,99783,+65.6765821,-168.0799699
20151,99784,99784,+64.6817206,-163.4060364
20152,99785,99785,+65.3439200,-166.5084927
20153,99786,99786,+67.0894826,-156.1538906
20154,99788,99788,+66.6466935,-143.7988810
20155,99789,99789,+70.0015853,-151.9354445
20156,99790,99790,+65.3901829,-148.3265434
20157,99791,99791,+70.4679561,-156.7924764
20158,99801,99801,+58.3727004,-134.1787807
20159,99820,99820,+57.4093096,-134.1782948
20160,99824,99824,+58.2647636,-134.4008518
20161,99825,99825,+58.1599873,-135.7363779
20162,99826,99826,+58.7027424,-136.7491079
20163,99827,99827,+59.0999054,-135.5781024
20164,99829,99829,+58.1061744,-135.4035019
20165,99836,99836,+56.2352180,-134.6534985
20166,99840,99840,+59.5750974,-135.3354181
20167,99841,99841,+57.7942997,-135.1843843
20168,99901,99901,+55.5404054,-131.1053465
20169,99903,99903,+55.8184315,-132.0657998
20170,99918,99918,+55.9168732,-132.6955032
20171,99919,99919,+55.6450044,-132.4956473
20172,99921,99921,+55.4070330,-132.7662352
20173,99922,99922,+55.3075279,-133.0468153
20174,99923,99923,+56.0023154,-130.0410257
20175,99830,99830,+56.8018415,-134.1225902
20176,99832,99832,+57.9741049,-136.1025053
20177,99833,99833,+56.9256810,-133.1170064
20178,99835,99835,+57.0004132,-135.0785282
20179,99925,99925,+55.5502037,-132.9459331
20180,99926,99926,+55.1380691,-131.4707407
20181,99927,99927,+56.2390623,-133.4579239
20182,99929,99929,+56.4138280,-131.6068325
20183,38079,38079,+36.4277480,-089.4625019
20184,40003,40003,+38.2766891,-085.0438222
20185,40004,40004,+37.8031876,-085.4659548
20186,40006,40006,+38.5976116,-085.3335934
20187,40007,40007,+38.4583446,-084.9991495
20188,40008,40008,+37.9089476,-085.2750032
20189,40009,40009,+37.4702263,-085.1073580
20190,40010,40010,+38.3725190,-085.4595052
20191,40011,40011,+38.5276666,-085.1700960
20192,40012,40012,+37.9008412,-085.1919825
20193,40013,40013,+37.9348508,-085.4580272
20194,40014,40014,+38.3402592,-085.4296782
20195,40019,40019,+38.3807926,-085.1643405
20196,40020,40020,+37.9347823,-085.3873982
20197,40022,40022,+38.1534673,-085.3550229
20198,40023,40023,+38.1741398,-085.4323385
20199,40025,40025,+38.2996986,-085.6486912
20200,40026,40026,+38.4311565,-085.5326392
20201,40031,40031,+38.4306536,-085.4007309
20202,40033,40033,+37.5441237,-085.2255529
20203,40036,40036,+38.4158802,-084.9824563
20204,40037,40037,+37.6607983,-085.4176775
20205,40040,40040,+37.7770431,-085.0692860
20206,40041,40041,+38.2559045,-085.6641611
20207,40045,40045,+38.6869103,-085.3585143
20208,40046,40046,+38.0239307,-085.1697914
20209,40047,40047,+38.0394020,-085.5552393
20210,40048,40048,+37.8470403,-085.4702645
20211,40049,40049,+37.6635242,-085.3950255
20212,40050,40050,+38.4460365,-085.1867470
20213,40051,40051,+37.6771458,-085.5513073
20214,40052,40052,+37.6041277,-085.4879418
20215,40055,40055,+38.4952024,-085.3260249
20216,40056,40056,+38.3055937,-085.4889651
20217,40057,40057,+38.3941943,-085.0429082
20218,40058,40058,+38.4327378,-085.1704642
20219,40059,40059,+38.3581078,-085.5936221
20220,40060,40060,+37.5423317,-085.4662668
20221,40062,40062,+37.6054549,-085.4415133
20222,40063,40063,+37.5713667,-085.3394571
20223,40065,40065,+38.2164996,-085.2069281
20224,40067,40067,+38.2225108,-085.3681578
20225,40068,40068,+38.3955351,-085.2741860
20226,40069,40069,+37.7223742,-085.2091260
20227,40070,40070,+38.4686423,-085.2321487
20228,40071,40071,+38.0430086,-085.3788067
20229,40075,40075,+38.5681340,-085.1126695
20230,40076,40076,+38.1137292,-085.0861423
20231,40077,40077,+38.4954555,-085.4446355
20232,40078,40078,+37.8356410,-085.1536308
20233,40104,40104,+38.0855396,-086.3330038
20234,40107,40107,+37.7253269,-085.5988277
20235,40108,40108,+37.9700969,-086.1728334
20236,40109,40109,+38.0610723,-085.7513850
20237,40110,40110,+37.9328362,-085.6583629
20238,40111,40111,+37.7747087,-086.6289992
20239,40115,40115,+37.7278921,-086.2283370
20240,40117,40117,+37.8965833,-086.1242885
20241,40118,40118,+38.0974966,-085.7512023
